Trained Samples, Block Average Training Error
213250,0.161246757
213500,0.195345499
213750,0.095582508
214000,0.183272369
214250,0.169603209
214500,0.109872644
214750,0.148963568
215000,0.139568306
215250,0.08055919
215500,0.125802514
215750,0.120463472
216000,0.138104416
216250,0.123091463
216500,0.159215544
216750,0.111345129
217000,0.112236961
217250,0.100023419
217500,0.152833114
217750,0.063241653
218000,0.106331192
218250,0.113072618
218500,0.071676839
218750,0.102077193
219000,0.070443061
219250,0.067382264
219500,0.178369247
219750,0.140136065
220000,0.091359512
220250,0.124638396
220500,0.168582162
220750,0.177145806
221000,0.165983493
221250,0.125990827
221500,0.16903485
221750,0.136063899
222000,0.11683776
222250,0.217988011
222500,0.04063563
222750,0.07804835
223000,0.218623209
223250,0.151294564
223500,0.130422895
223750,0.097212267
224000,0.1338245
224250,0.132886029
224500,0.161756836
224750,0.15489901
225000,0.114195977
225250,0.065154764
225500,0.12060983
225750,0.121225648
226000,0.106427322
226250,0.280536669
226500,0.098652649
226750,0.097161146
227000,0.091895465
227250,0.225496656
227500,0.179141033
227750,0.21213015
228000,0.136576441
228250,0.106675399
228500,0.209174605
228750,0.071455755
229000,0.149267939
229250,0.113821212
229500,0.100330584
229750,0.150628681
230000,0.074489884
230250,0.140835594
230500,0.165605533
230750,0.126236757
231000,0.092406783
231250,0.128894648
231500,0.078349731
231750,0.094499119
232000,0.264854294
232250,0.164204957
232500,0.116742077
232750,0.163264618
233000,0.182422035
233250,0.081857959
233500,0.08776471
233750,0.106147592
234000,0.119408868
234250,0.166806118
234500,0.127589269
234750,0.079644852
235000,0.121286921
235250,0.096622472
235500,0.135554192
235750,0.1278136
236000,0.110352731
236250,0.131907329
236500,0.156057868
236750,0.101721517
237000,0.167089902
237250,0.085148103
237500,0.091775546
237750,0.125195666
238000,0.100939194
238250,0.118994828
238500,0.091360866
238750,0.134746648
239000,0.116433466
239250,0.100877166
239500,0.108278196
239750,0.103096449
240000,0.114966162
240250,0.143104438
240500,0.095237926
240750,0.186083525
241000,0.072432462
241250,0.111937513
241500,0.086030423
241750,0.093550564
242000,0.121509904
242250,0.092557831
242500,0.170094364
242750,0.109238568
243000,0.144583657
243250,0.117722368
243500,0.11477034
243750,0.104798973
244000,0.129152817
244250,0.073499543
244500,0.118775293
244750,0.173885398
245000,0.106459305
245250,0.175457097
245500,0.098775899
245750,0.119260637
246000,0.076482293
246250,0.069171391
246500,0.14274243
