Trained Samples, Block Average Training Error
334000,0.059537754
334250,0.092665619
334500,0.108181648
334750,0.112088836
335000,0.115862779
335250,0.104254543
335500,0.080389906
335750,0.111471632
336000,0.087513403
336250,0.020972606
336500,0.180368941
336750,0.064487388
337000,0.040964027
337250,0.205499988
337500,0.078357256
337750,0.074319441
338000,0.062333959
338250,0.054259448
338500,0.064768348
338750,0.11245281
339000,0.020775085
339250,0.093733348
339500,0.078157179
339750,0.160376958
340000,0.086464151
340250,0.060336934
340500,0.063663747
340750,0.093653884
341000,0.115826202
341250,0.09340761
341500,0.064410881
341750,0.098298514
342000,0.082103474
342250,0.066914613
342500,0.130404723
342750,0.099190911
343000,0.045603744
343250,0.077463447
343500,0.048081619
343750,0.033067492
344000,0.1013742
344250,0.093608948
344500,0.067317799
344750,0.071937741
345000,0.064498101
345250,0.081936487
345500,0.104519597
345750,0.079545912
346000,0.117784402
346250,0.100961438
346500,0.041258195
346750,0.061635694
347000,0.011056439
347250,0.068466311
347500,0.161647267
347750,0.114324273
348000,0.087533099
348250,0.053269587
348500,0.061067966
348750,0.123264003
349000,0.086090057
349250,0.062315948
349500,0.058649155
349750,0.041490013
350000,0.046121376
350250,0.032239164
350500,0.094072319
350750,0.053932245
351000,0.070517008
351250,0.068942301
351500,0.029941888
351750,0.04343594
352000,0.024970382
352250,0.042661625
352500,0.046501011
352750,0.071464747
353000,0.104540033
353250,0.135297154
353500,0.131558686
353750,0.08496205
354000,0.084528733
354250,0.052787122
354500,0.11392093
354750,0.073624946
355000,0.041568055
355250,0.022835167
355500,0.126961114
355750,0.011625973
356000,0.014333408
356250,0.06801372
356500,0.106089643
356750,0.033291055
357000,0.059861989
357250,0.066272887
357500,0.070052365
357750,0.084895995
358000,0.032923035
358250,0.126467332
358500,0.025132918
358750,0.049229577
359000,0.093214661
359250,0.048835362
359500,0.021753319
359750,0.067671869
360000,0.175712465
360250,0.055634233
360500,0.06813525
360750,0.038294534
361000,0.078116013
361250,0.048599217
361500,0.040874963
361750,0.037226336
362000,0.061488484
362250,0.041907187
362500,0.02318826
362750,0.052348523
363000,0.022533377
363250,0.027431247
363500,0.07178761
363750,0.107507572
364000,0.086489937
364250,0.146591491
364500,0.113064804
364750,0.060445223
365000,0.041764531
365250,0.050541764
365500,0.157562192
365750,0.037337774
366000,0.066578339
366250,0.045036517
366500,0.111514317
366750,0.068503229
367000,0.111156235
367250,0.073734805
367500,0.062125556
367750,0.088885702
368000,0.04787818
368250,0.066231861
368500,0.128895771
368750,0.101894818
